episode_id,controller,trajectory_kind,shift_type,shift_intensity,shift_time,unseen,rmse,mae,final_position_error,heading_error,success,recovery_time,control_smoothness,control_energy_proxy,peak_error_after_shift,mean_error_after_shift,robustness_score
eval_2024_actuator_delay_severe_03,baseline,lane_change,actuator_delay,severe,6.900646995199559,0,0.14204002916812897,0.06400767713785172,0.008301588706672192,0.07560261338949203,1.0,0.34999990463256836,0.06703504174947739,0.3502732515335083,0.04517188295722008,0.015226645395159721,0.8675865270238663
eval_2024_actuator_delay_severe_03,adaptive,lane_change,actuator_delay,severe,6.900646995199559,0,0.1413387656211853,0.06305108964443207,0.010980857536196709,0.07212337106466293,1.0,0.34999990463256836,0.072168730199337,0.36240294575691223,0.04136009141802788,0.01664474792778492,0.8681951472057196
eval_2024_disturbance_burst_mild_00,baseline,sinusoid,disturbance_burst,mild,4.933100559687324,1,0.19141261279582977,0.12265149503946304,0.02728794328868389,0.0803368017077446,1.0,0.34999990463256836,0.09176557511091232,0.4953967332839966,0.512748122215271,0.1651928871870041,0.8257917855888549
eval_2024_disturbance_burst_mild_00,adaptive,sinusoid,disturbance_burst,mild,4.933100559687324,1,0.13820594549179077,0.09167197346687317,0.023000424727797508,0.05770565941929817,1.0,0.34999990463256836,0.10156518965959549,0.45116519927978516,0.3585686981678009,0.11349154263734818,0.8709193113692524
eval_2024_disturbance_burst_mild_01,baseline,figure8,disturbance_burst,mild,4.605226347692287,0,0.20327165722846985,0.1398875117301941,0.02285967953503132,0.10314275324344635,1.0,0.34999990463256836,0.11243698000907898,1.694264531135559,0.5551705956459045,0.1797276884317398,0.8160565236578646
eval_2024_disturbance_burst_mild_01,adaptive,figure8,disturbance_burst,mild,4.605226347692287,0,0.1462196707725525,0.11010073870420456,0.031051751226186752,0.08196578919887543,1.0,0.34999990463256836,0.12711594998836517,1.608477234840393,0.3800028860569,0.12916113436222076,0.8639678938429226
eval_2024_disturbance_burst_mild_02,baseline,sinusoid,disturbance_burst,mild,4.7294117020379645,0,0.24483849108219147,0.16650712490081787,0.007620878983289003,0.15193159878253937,1.0,0.34999990463256836,0.10971788316965103,0.7481308579444885,0.5517091155052185,0.20780810713768005,0.7828309622138281
eval_2024_disturbance_burst_mild_02,adaptive,sinusoid,disturbance_burst,mild,4.7294117020379645,0,0.1751687228679657,0.11705775558948517,0.0070716384798288345,0.11021402478218079,1.0,0.34999990463256836,0.1277235448360443,0.7102119326591492,0.36324700713157654,0.13036499917507172,0.8393153971210393
eval_2024_disturbance_burst_mild_03,baseline,sinusoid,disturbance_burst,mild,7.59097541764464,0,0.1900646984577179,0.12479276955127716,0.04656778275966644,0.19415324926376343,1.0,0.35000038146972656,0.10404125601053238,0.45382159948349,0.4762943685054779,0.25246304273605347,0.8269056326935433
eval_2024_disturbance_burst_mild_03,adaptive,sinusoid,disturbance_burst,mild,7.59097541764464,0,0.13371813297271729,0.09526295214891434,0.028677644208073616,0.1197657436132431,1.0,0.35000038146972656,0.10973506420850754,0.43887847661972046,0.31398674845695496,0.16628633439540863,0.8748366174508615
eval_2024_disturbance_burst_medium_00,baseline,figure8,disturbance_burst,medium,6.097631772482402,1,0.2927447557449341,0.18977758288383484,0.03558913990855217,0.18118099868297577,1.0,0.35000038146972656,0.10674381256103516,1.3594173192977905,0.7014236450195312,0.3225734829902649,0.7462125828663873
eval_2024_disturbance_burst_medium_00,adaptive,figure8,disturbance_burst,medium,6.097631772482402,1,0.21698904037475586,0.1467503011226654,0.028624277561903,0.1567225158214569,1.0,0.35000038146972656,0.1242339164018631,1.2880483865737915,0.5097988843917847,0.23172582685947418,0.8049387910841544
eval_2024_disturbance_burst_medium_01,baseline,figure8,disturbance_burst,medium,8.071859589892142,0,0.3443720042705536,0.23255589604377747,0.14382418990135193,0.11989594995975494,1.0,0.34999942779541016,0.1864546835422516,5.3737568855285645,0.7892577052116394,0.5417786836624146,0.7086652525080118
eval_2024_disturbance_burst_medium_01,adaptive,figure8,disturbance_burst,medium,8.071859589892142,0,0.2603452503681183,0.1874307096004486,0.0816541537642479,0.1018439531326294,1.0,0.34999942779541016,0.1976235955953598,4.965501308441162,0.581753134727478,0.39751997590065,0.7707854259082741
eval_2024_disturbance_burst_medium_02,baseline,lane_change,disturbance_burst,medium,4.267256216483231,0,0.2856040298938751,0.1904771476984024,0.02027922496199608,0.29677826166152954,1.0,0.34999990463256836,0.1084621399641037,1.114795446395874,0.6613848805427551,0.22557230293750763,0.7515601523885307
eval_2024_disturbance_burst_medium_02,adaptive,lane_change,disturbance_burst,medium,4.267256216483231,0,0.21674853563308716,0.1468472182750702,0.012583966366946697,0.19582395255565643,1.0,0.34999990463256836,0.11716736853122711,1.0215617418289185,0.4598189890384674,0.15663766860961914,0.8051324059618781
eval_2024_disturbance_burst_medium_03,baseline,spline,disturbance_burst,medium,7.534092907011387,0,0.227798730134964,0.137629896402359,0.07817862927913666,0.1803792268037796,1.0,0.34999990463256836,0.10039855539798737,0.8573891520500183,0.5961896777153015,0.3166339099407196,0.7962845117841858
eval_2024_disturbance_burst_medium_03,adaptive,spline,disturbance_burst,medium,7.534092907011387,0,0.158590167760849,0.09919847548007965,0.05689811706542969,0.1263483464717865,1.0,0.34999990463256836,0.11935769021511078,0.8421390056610107,0.4111734628677368,0.2146616131067276,0.8533460160223879
eval_2024_disturbance_burst_severe_00,baseline,lane_change,disturbance_burst,severe,5.950470236070746,1,0.25553154945373535,0.15418127179145813,0.010699101723730564,0.14982667565345764,1.0,0.34999990463256836,0.12864483892917633,1.9679367542266846,0.7285481095314026,0.24906684458255768,0.7745047009748267
eval_2024_disturbance_burst_severe_00,adaptive,lane_change,disturbance_burst,severe,5.950470236070746,1,0.18047396838665009,0.11442810297012329,0.013539152219891548,0.1110914871096611,1.0,0.34999990463256836,0.13728685677051544,1.934586524963379,0.5057267546653748,0.16426348686218262,0.8348744135420009
eval_2024_disturbance_burst_severe_01,baseline,lane_change,disturbance_burst,severe,4.4714119624766235,0,0.2796112895011902,0.16805602610111237,0.01862732507288456,0.15552157163619995,1.0,0.34999990463256836,0.09916235506534576,0.748526930809021,0.7617678046226501,0.22503530979156494,0.7560775796361521
eval_2024_disturbance_burst_severe_01,adaptive,lane_change,disturbance_burst,severe,4.4714119624766235,0,0.1999347060918808,0.12535396218299866,0.012244042009115219,0.11882256716489792,1.0,0.34999990463256836,0.10553059726953506,0.6528469920158386,0.5318816304206848,0.1541011929512024,0.8187842129538309
eval_2024_disturbance_burst_severe_02,baseline,lane_change,disturbance_burst,severe,7.5112529074229695,0,0.2754470705986023,0.1569753736257553,0.08756598830223083,0.1285051554441452,1.0,0.34999990463256836,0.09785445779561996,0.8335331678390503,0.7760568261146545,0.3500668704509735,0.7592326167584911
eval_2024_disturbance_burst_severe_02,adaptive,lane_change,disturbance_burst,severe,7.5112529074229695,0,0.1933712661266327,0.11758283525705338,0.06616590917110443,0.09361841529607773,1.0,0.34999990463256836,0.11558667570352554,0.7802073359489441,0.5178537368774414,0.24254225194454193,0.8241759287257541
eval_2024_disturbance_burst_severe_03,baseline,sinusoid,disturbance_burst,severe,6.974691916847835,0,0.3101203441619873,0.18679647147655487,0.0772622674703598,0.18843917548656464,1.0,0.34999990463256836,0.11132800579071045,1.6866016387939453,0.783266544342041,0.39994412660598755,0.7333586954759197
eval_2024_disturbance_burst_severe_03,adaptive,sinusoid,disturbance_burst,severe,6.974691916847835,0,0.23763707280158997,0.14555369317531586,0.07488711923360825,0.1459137499332428,1.0,0.34999990463256836,0.12721237540245056,1.6400796175003052,0.6002959609031677,0.30118444561958313,0.7884888032040211
eval_2025_friction_shift_mild_00,baseline,spline,friction_shift,mild,6.8894383771049075,1,0.08809150755405426,0.06726164370775223,0.09731965512037277,0.06844191998243332,1.0,0.34999990463256836,0.07085768133401871,0.8980040550231934,0.09731965512037277,0.06420494616031647,0.9156770815194036
